Date,Equity,Peak,Drawdown,Drawdown_Pct
2015-12-04,10000.0,10000.0,0.0,0.0
2015-12-07,10000.0,10000.0,0.0,0.0
2015-12-08,10000.0,10000.0,0.0,0.0
2015-12-09,10000.0,10000.0,0.0,0.0
2015-12-10,10000.0,10000.0,0.0,0.0
2015-12-11,10000.0,10000.0,0.0,0.0
2015-12-14,10000.0,10000.0,0.0,0.0
2015-12-15,10000.0,10000.0,0.0,0.0
2015-12-16,10000.0,10000.0,0.0,0.0
2015-12-17,10000.0,10000.0,0.0,0.0
2015-12-18,10000.0,10000.0,0.0,0.0
2015-12-21,10000.0,10000.0,0.0,0.0
2015-12-22,10000.0,10000.0,0.0,0.0
2015-12-23,10000.0,10000.0,0.0,0.0
2015-12-24,10000.0,10000.0,0.0,0.0
2015-12-28,10000.0,10000.0,0.0,0.0
2015-12-29,10000.0,10000.0,0.0,0.0
2015-12-30,10000.0,10000.0,0.0,0.0
2015-12-31,10000.0,10000.0,0.0,0.0
2016-01-04,10000.0,10000.0,0.0,0.0
2016-01-05,10000.0,10000.0,0.0,0.0
2016-01-06,10000.0,10000.0,0.0,0.0
2016-01-07,10000.0,10000.0,0.0,0.0
2016-01-08,10000.0,10000.0,0.0,0.0
2016-01-11,10000.0,10000.0,0.0,0.0
2016-01-12,10000.0,10000.0,0.0,0.0
2016-01-13,10000.0,10000.0,0.0,0.0
2016-01-14,10000.0,10000.0,0.0,0.0
2016-01-15,10000.0,10000.0,0.0,0.0
2016-01-19,10000.0,10000.0,0.0,0.0
2016-01-20,10000.0,10000.0,0.0,0.0
2016-01-21,10000.0,10000.0,0.0,0.0
2016-01-22,10000.0,10000.0,0.0,0.0
2016-01-25,10000.0,10000.0,0.0,0.0
2016-01-26,10000.0,10000.0,0.0,0.0
2016-01-27,10000.0,10000.0,0.0,0.0
2016-01-28,10000.0,10000.0,0.0,0.0
2016-01-29,10000.0,10000.0,0.0,0.0
2016-02-01,10000.0,10000.0,0.0,0.0
2016-02-02,10000.0,10000.0,0.0,0.0
2016-02-03,10000.0,10000.0,0.0,0.0
2016-02-04,10000.0,10000.0,0.0,0.0
2016-02-05,10000.0,10000.0,0.0,0.0
2016-02-08,10000.0,10000.0,0.0,0.0
2016-02-09,10000.0,10000.0,0.0,0.0
2016-02-10,10000.0,10000.0,0.0,0.0
2016-02-11,10000.0,10000.0,0.0,0.0
2016-02-12,10000.0,10000.0,0.0,0.0
2016-02-16,10000.0,10000.0,0.0,0.0
2016-02-17,10000.0,10000.0,0.0,0.0
2016-02-18,10000.0,10000.0,0.0,0.0
2016-02-19,10000.0,10000.0,0.0,0.0
2016-02-22,10000.0,10000.0,0.0,0.0
2016-02-23,10000.0,10000.0,0.0,0.0
2016-02-24,10000.0,10000.0,0.0,0.0
2016-02-25,10000.0,10000.0,0.0,0.0
2016-02-26,10000.0,10000.0,0.0,0.0
2016-02-29,10000.0,10000.0,0.0,0.0
2016-03-01,10000.0,10000.0,0.0,0.0
2016-03-02,10000.0,10000.0,0.0,0.0
2016-03-03,10000.0,10000.0,0.0,0.0
2016-03-04,10000.0,10000.0,0.0,0.0
2016-03-07,10000.0,10000.0,0.0,0.0
2016-03-08,10000.0,10000.0,0.0,0.0
2016-03-09,10000.0,10000.0,0.0,0.0
2016-03-10,10000.0,10000.0,0.0,0.0
2016-03-11,10000.0,10000.0,0.0,0.0
2016-03-14,10000.0,10000.0,0.0,0.0
2016-03-15,10000.0,10000.0,0.0,0.0
2016-03-16,10000.0,10000.0,0.0,0.0
2016-03-17,10000.0,10000.0,0.0,0.0
2016-03-18,10000.0,10000.0,0.0,0.0
2016-03-21,10000.0,10000.0,0.0,0.0
2016-03-22,10000.0,10000.0,0.0,0.0
2016-03-23,10000.0,10000.0,0.0,0.0
2016-03-24,10000.0,10000.0,0.0,0.0
2016-03-28,10000.0,10000.0,0.0,0.0
2016-03-29,10000.0,10000.0,0.0,0.0
2016-03-30,10000.0,10000.0,0.0,0.0
2016-03-31,10000.0,10000.0,0.0,0.0
2016-04-01,10000.0,10000.0,0.0,0.0
2016-04-04,10000.0,10000.0,0.0,0.0
2016-04-05,10000.0,10000.0,0.0,0.0
2016-04-06,10000.0,10000.0,0.0,0.0
2016-04-07,10000.0,10000.0,0.0,0.0
2016-04-08,10000.0,10000.0,0.0,0.0
2016-04-11,10000.0,10000.0,0.0,0.0
2016-04-12,10000.0,10000.0,0.0,0.0
2016-04-13,10000.0,10000.0,0.0,0.0
2016-04-14,10000.0,10000.0,0.0,0.0
2016-04-15,10000.0,10000.0,0.0,0.0
2016-04-18,10000.0,10000.0,0.0,0.0
2016-04-19,10000.0,10000.0,0.0,0.0
2016-04-20,10000.0,10000.0,0.0,0.0
2016-04-21,10000.0,10000.0,0.0,0.0
2016-04-22,10000.0,10000.0,0.0,0.0
2016-04-25,10000.0,10000.0,0.0,0.0
2016-04-26,10000.0,10000.0,0.0,0.0
2016-04-27,10000.0,10000.0,0.0,0.0
2016-04-28,10000.0,10000.0,0.0,0.0
2016-04-29,10000.0,10000.0,0.0,0.0
2016-05-02,10000.0,10000.0,0.0,0.0
2016-05-03,10000.0,10000.0,0.0,0.0
2016-05-04,10000.0,10000.0,0.0,0.0
2016-05-05,10000.0,10000.0,0.0,0.0
2016-05-06,10000.0,10000.0,0.0,0.0
2016-05-09,10000.0,10000.0,0.0,0.0
2016-05-10,10000.0,10000.0,0.0,0.0
2016-05-11,10000.0,10000.0,0.0,0.0
2016-05-12,10000.0,10000.0,0.0,0.0
2016-05-13,10000.0,10000.0,0.0,0.0
2016-05-16,10000.0,10000.0,0.0,0.0
2016-05-17,10000.0,10000.0,0.0,0.0
2016-05-18,10000.0,10000.0,0.0,0.0
2016-05-19,10000.0,10000.0,0.0,0.0
2016-05-20,10000.0,10000.0,0.0,0.0
2016-05-23,10000.0,10000.0,0.0,0.0
2016-05-24,10000.0,10000.0,0.0,0.0
2016-05-25,10000.0,10000.0,0.0,0.0
2016-05-26,10000.0,10000.0,0.0,0.0
2016-05-27,10000.0,10000.0,0.0,0.0
2016-05-31,10000.0,10000.0,0.0,0.0
2016-06-01,10000.0,10000.0,0.0,0.0
2016-06-02,10000.0,10000.0,0.0,0.0
2016-06-03,10000.0,10000.0,0.0,0.0
2016-06-06,10000.0,10000.0,0.0,0.0
2016-06-07,10000.0,10000.0,0.0,0.0
2016-06-08,10000.0,10000.0,0.0,0.0
2016-06-09,10000.0,10000.0,0.0,0.0
2016-06-10,10000.0,10000.0,0.0,0.0
2016-06-13,10000.0,10000.0,0.0,0.0
2016-06-14,10000.0,10000.0,0.0,0.0
2016-06-15,10000.0,10000.0,0.0,0.0
2016-06-16,10000.0,10000.0,0.0,0.0
2016-06-17,10000.0,10000.0,0.0,0.0
2016-06-20,10000.0,10000.0,0.0,0.0
2016-06-21,10000.0,10000.0,0.0,0.0
2016-06-22,10000.0,10000.0,0.0,0.0
2016-06-23,10000.0,10000.0,0.0,0.0
2016-06-24,10000.0,10000.0,0.0,0.0
2016-06-27,10000.0,10000.0,0.0,0.0
2016-06-28,10000.0,10000.0,0.0,0.0
2016-06-29,10000.0,10000.0,0.0,0.0
2016-06-30,10000.0,10000.0,0.0,0.0
2016-07-01,10000.0,10000.0,0.0,0.0
2016-07-05,10000.0,10000.0,0.0,0.0
2016-07-06,10000.0,10000.0,0.0,0.0
2016-07-07,10000.0,10000.0,0.0,0.0
2016-07-08,10000.0,10000.0,0.0,0.0
2016-07-11,10000.0,10000.0,0.0,0.0
2016-07-12,10000.0,10000.0,0.0,0.0
2016-07-13,10000.0,10000.0,0.0,0.0
2016-07-14,10000.0,10000.0,0.0,0.0
2016-07-15,10000.0,10000.0,0.0,0.0
2016-07-18,10000.0,10000.0,0.0,0.0
2016-07-19,10000.0,10000.0,0.0,0.0
2016-07-20,10000.0,10000.0,0.0,0.0
2016-07-21,10000.0,10000.0,0.0,0.0
2016-07-22,10000.0,10000.0,0.0,0.0
2016-07-25,10000.0,10000.0,0.0,0.0
2016-07-26,10000.0,10000.0,0.0,0.0
2016-07-27,10000.0,10000.0,0.0,0.0
2016-07-28,10000.0,10000.0,0.0,0.0
2016-07-29,10000.0,10000.0,0.0,0.0
2016-08-01,10000.0,10000.0,0.0,0.0
2016-08-02,10000.0,10000.0,0.0,0.0
2016-08-03,10000.0,10000.0,0.0,0.0
2016-08-04,10000.0,10000.0,0.0,0.0
2016-08-05,10000.0,10000.0,0.0,0.0
2016-08-08,10000.0,10000.0,0.0,0.0
2016-08-09,10000.0,10000.0,0.0,0.0
2016-08-10,10000.0,10000.0,0.0,0.0
2016-08-11,10000.0,10000.0,0.0,0.0
2016-08-12,10000.0,10000.0,0.0,0.0
2016-08-15,10000.0,10000.0,0.0,0.0
2016-08-16,10000.0,10000.0,0.0,0.0
2016-08-17,10000.0,10000.0,0.0,0.0
2016-08-18,10000.0,10000.0,0.0,0.0
2016-08-19,10000.0,10000.0,0.0,0.0
2016-08-22,10000.0,10000.0,0.0,0.0
2016-08-23,10000.0,10000.0,0.0,0.0
2016-08-24,10000.0,10000.0,0.0,0.0
2016-08-25,10000.0,10000.0,0.0,0.0
2016-08-26,10000.0,10000.0,0.0,0.0
2016-08-29,10000.0,10000.0,0.0,0.0
2016-08-30,10000.0,10000.0,0.0,0.0
2016-08-31,10000.0,10000.0,0.0,0.0
2016-09-01,10000.0,10000.0,0.0,0.0
2016-09-02,10000.0,10000.0,0.0,0.0
2016-09-06,10000.0,10000.0,0.0,0.0
2016-09-07,10000.0,10000.0,0.0,0.0
2016-09-08,10000.0,10000.0,0.0,0.0
2016-09-09,10000.0,10000.0,0.0,0.0
2016-09-12,10000.0,10000.0,0.0,0.0
2016-09-13,10000.0,10000.0,0.0,0.0
2016-09-14,10000.0,10000.0,0.0,0.0
2016-09-15,10000.0,10000.0,0.0,0.0
2016-09-16,10000.0,10000.0,0.0,0.0
2016-09-19,10000.0,10000.0,0.0,0.0
2016-09-20,10000.0,10000.0,0.0,0.0
2016-09-21,10000.0,10000.0,0.0,0.0
2016-09-22,10000.0,10000.0,0.0,0.0
2016-09-23,10000.0,10000.0,0.0,0.0
2016-09-26,10000.0,10000.0,0.0,0.0
2016-09-27,10000.0,10000.0,0.0,0.0
2016-09-28,10000.0,10000.0,0.0,0.0
2016-09-29,10000.0,10000.0,0.0,0.0
2016-09-30,10000.0,10000.0,0.0,0.0
2016-10-03,10000.0,10000.0,0.0,0.0
2016-10-04,10000.0,10000.0,0.0,0.0
2016-10-05,10000.0,10000.0,0.0,0.0
2016-10-06,10000.0,10000.0,0.0,0.0
2016-10-07,10000.0,10000.0,0.0,0.0
2016-10-10,10000.0,10000.0,0.0,0.0
2016-10-11,10000.0,10000.0,0.0,0.0
2016-10-12,10000.0,10000.0,0.0,0.0
2016-10-13,10000.0,10000.0,0.0,0.0
2016-10-14,10000.0,10000.0,0.0,0.0
2016-10-17,10000.0,10000.0,0.0,0.0
2016-10-18,10000.0,10000.0,0.0,0.0
2016-10-19,10000.0,10000.0,0.0,0.0
2016-10-20,10000.0,10000.0,0.0,0.0
2016-10-21,10000.0,10000.0,0.0,0.0
2016-10-24,10000.0,10000.0,0.0,0.0
2016-10-25,10000.0,10000.0,0.0,0.0
2016-10-26,10000.0,10000.0,0.0,0.0
2016-10-27,10000.0,10000.0,0.0,0.0
2016-10-28,10000.0,10000.0,0.0,0.0
2016-10-31,10000.0,10000.0,0.0,0.0
2016-11-01,10000.0,10000.0,0.0,0.0
2016-11-02,10000.0,10000.0,0.0,0.0
2016-11-03,10000.0,10000.0,0.0,0.0
2016-11-04,10000.0,10000.0,0.0,0.0
2016-11-07,10000.0,10000.0,0.0,0.0
2016-11-08,10000.0,10000.0,0.0,0.0
2016-11-09,10000.0,10000.0,0.0,0.0
2016-11-10,10000.0,10000.0,0.0,0.0
2016-11-11,10000.0,10000.0,0.0,0.0
2016-11-14,10000.0,10000.0,0.0,0.0
2016-11-15,10000.0,10000.0,0.0,0.0
2016-11-16,10000.0,10000.0,0.0,0.0
2016-11-17,10000.0,10000.0,0.0,0.0
2016-11-18,10000.0,10000.0,0.0,0.0
2016-11-21,10000.0,10000.0,0.0,0.0
2016-11-22,10000.0,10000.0,0.0,0.0
2016-11-23,10000.0,10000.0,0.0,0.0
2016-11-25,10000.0,10000.0,0.0,0.0
2016-11-28,10000.0,10000.0,0.0,0.0
2016-11-29,10000.0,10000.0,0.0,0.0
2016-11-30,10000.0,10000.0,0.0,0.0
2016-12-01,10000.0,10000.0,0.0,0.0
2016-12-02,10000.0,10000.0,0.0,0.0
2016-12-05,10000.0,10000.0,0.0,0.0
2016-12-06,10000.0,10000.0,0.0,0.0
2016-12-07,10000.0,10000.0,0.0,0.0
2016-12-08,10000.0,10000.0,0.0,0.0
2016-12-09,10000.0,10000.0,0.0,0.0
2016-12-12,10000.0,10000.0,0.0,0.0
2016-12-13,10000.0,10000.0,0.0,0.0
2016-12-14,10000.0,10000.0,0.0,0.0
2016-12-15,10000.0,10000.0,0.0,0.0
2016-12-16,10000.0,10000.0,0.0,0.0
2016-12-19,10000.0,10000.0,0.0,0.0
2016-12-20,10000.0,10000.0,0.0,0.0
2016-12-21,10000.0,10000.0,0.0,0.0
2016-12-22,10000.0,10000.0,0.0,0.0
2016-12-23,10000.0,10000.0,0.0,0.0
2016-12-27,10000.0,10000.0,0.0,0.0
2016-12-28,10000.0,10000.0,0.0,0.0
2016-12-29,10000.0,10000.0,0.0,0.0
2016-12-30,10000.0,10000.0,0.0,0.0
2017-01-03,10000.0,10000.0,0.0,0.0
2017-01-04,10000.0,10000.0,0.0,0.0
2017-01-05,10000.0,10000.0,0.0,0.0
2017-01-06,10000.0,10000.0,0.0,0.0
2017-01-09,10000.0,10000.0,0.0,0.0
2017-01-10,10000.0,10000.0,0.0,0.0
2017-01-11,10000.0,10000.0,0.0,0.0
2017-01-12,10000.0,10000.0,0.0,0.0
2017-01-13,10000.0,10000.0,0.0,0.0
2017-01-17,10000.0,10000.0,0.0,0.0
2017-01-18,10000.0,10000.0,0.0,0.0
2017-01-19,10000.0,10000.0,0.0,0.0
2017-01-20,10000.0,10000.0,0.0,0.0
2017-01-23,10000.0,10000.0,0.0,0.0
2017-01-24,10000.0,10000.0,0.0,0.0
2017-01-25,10000.0,10000.0,0.0,0.0
2017-01-26,10000.0,10000.0,0.0,0.0
2017-01-27,10000.0,10000.0,0.0,0.0
2017-01-30,10000.0,10000.0,0.0,0.0
2017-01-31,10000.0,10000.0,0.0,0.0
2017-02-01,10000.0,10000.0,0.0,0.0
2017-02-02,10000.0,10000.0,0.0,0.0
2017-02-03,10000.0,10000.0,0.0,0.0
2017-02-06,10000.0,10000.0,0.0,0.0
2017-02-07,10000.0,10000.0,0.0,0.0
2017-02-08,10000.0,10000.0,0.0,0.0
2017-02-09,10000.0,10000.0,0.0,0.0
2017-02-10,10000.0,10000.0,0.0,0.0
2017-02-13,10000.0,10000.0,0.0,0.0
2017-02-14,10000.0,10000.0,0.0,0.0
2017-02-15,10000.0,10000.0,0.0,0.0
2017-02-16,10000.0,10000.0,0.0,0.0
2017-02-17,10000.0,10000.0,0.0,0.0
2017-02-21,10000.0,10000.0,0.0,0.0
2017-02-22,10000.0,10000.0,0.0,0.0
2017-02-23,10000.0,10000.0,0.0,0.0
2017-02-24,10000.0,10000.0,0.0,0.0
2017-02-27,10000.0,10000.0,0.0,0.0
2017-02-28,10000.0,10000.0,0.0,0.0
2017-03-01,10000.0,10000.0,0.0,0.0
2017-03-02,10000.0,10000.0,0.0,0.0
2017-03-03,10000.0,10000.0,0.0,0.0
2017-03-06,10000.0,10000.0,0.0,0.0
2017-03-07,10000.0,10000.0,0.0,0.0
2017-03-08,10000.0,10000.0,0.0,0.0
2017-03-09,10000.0,10000.0,0.0,0.0
2017-03-10,10000.0,10000.0,0.0,0.0
2017-03-13,10000.0,10000.0,0.0,0.0
2017-03-14,10000.0,10000.0,0.0,0.0
2017-03-15,10000.0,10000.0,0.0,0.0
2017-03-16,10000.0,10000.0,0.0,0.0
2017-03-17,10000.0,10000.0,0.0,0.0
2017-03-20,10000.0,10000.0,0.0,0.0
2017-03-21,10000.0,10000.0,0.0,0.0
2017-03-22,10000.0,10000.0,0.0,0.0
2017-03-23,10000.0,10000.0,0.0,0.0
2017-03-24,10000.0,10000.0,0.0,0.0
2017-03-27,10000.0,10000.0,0.0,0.0
2017-03-28,10000.0,10000.0,0.0,0.0
2017-03-29,10000.0,10000.0,0.0,0.0
2017-03-30,10000.0,10000.0,0.0,0.0
2017-03-31,10000.0,10000.0,0.0,0.0
2017-04-03,10000.0,10000.0,0.0,0.0
2017-04-04,10000.0,10000.0,0.0,0.0
2017-04-05,10000.0,10000.0,0.0,0.0
2017-04-06,10000.0,10000.0,0.0,0.0
2017-04-07,10000.0,10000.0,0.0,0.0
2017-04-10,10000.0,10000.0,0.0,0.0
2017-04-11,10000.0,10000.0,0.0,0.0
2017-04-12,10000.0,10000.0,0.0,0.0
2017-04-13,10000.0,10000.0,0.0,0.0
2017-04-17,10000.0,10000.0,0.0,0.0
2017-04-18,10000.0,10000.0,0.0,0.0
2017-04-19,10000.0,10000.0,0.0,0.0
2017-04-20,10000.0,10000.0,0.0,0.0
2017-04-21,10000.0,10000.0,0.0,0.0
2017-04-24,10000.0,10000.0,0.0,0.0
2017-04-25,10000.0,10000.0,0.0,0.0
2017-04-26,10000.0,10000.0,0.0,0.0
2017-04-27,10000.0,10000.0,0.0,0.0
2017-04-28,10000.0,10000.0,0.0,0.0
2017-05-01,10161.079007536291,10161.079007536291,0.0,0.0
2017-05-02,9859.983374014584,10161.079007536291,-0.029632250009904434,-2.9632250009904433
2017-05-03,9933.349952182723,10161.079007536291,-0.02241189692400434,-2.2411896924004338
2017-05-04,9895.236510886833,10161.079007536291,-0.02616282153226915,-2.616282153226915
2017-05-05,9896.189945694714,10161.079007536291,-0.026068989488725915,-2.6068989488725913
2017-05-08,9792.330956342368,10161.079007536291,-0.036290245447400726,-3.629024544740073
2017-05-09,9808.528293759724,10161.079007536291,-0.03469618861491841,-3.469618861491841
2017-05-10,11556.991394840968,11556.991394840968,0.0,0.0
2017-05-11,12053.417724109328,12053.417724109328,0.0,0.0
2017-05-12,12185.862255030117,12185.862255030117,0.0,0.0
2017-05-15,12797.585106573184,12797.585106573184,0.0,0.0
2017-05-16,13035.79733884818,13035.79733884818,0.0,0.0
2017-05-17,12169.666759998863,13035.79733884818,-0.06644247040172589,-6.644247040172589
2017-05-18,12679.434728226193,13035.79733884818,-0.027337231575393205,-2.7337231575393206
2017-05-19,12985.78802362518,13035.79733884818,-0.0038363065889315895,-0.38363065889315895
2017-05-22,13128.681333057222,13128.681333057222,0.0,0.0
2017-05-23,13129.025179473088,13129.025179473088,0.0,0.0
2017-05-24,13129.369034894455,13129.369034894455,0.0,0.0
2017-05-25,13129.71289932156,13129.71289932156,0.0,0.0
2017-05-26,13130.056772754637,13130.056772754637,0.0,0.0
2017-05-30,13130.400655193924,13130.400655193924,0.0,0.0
2017-05-31,13130.744546639655,13130.744546639655,0.0,0.0
2017-06-01,13131.156185059966,13131.156185059966,0.0,0.0
2017-06-02,13131.567836384815,13131.567836384815,0.0,0.0
2017-06-05,13131.979500614607,13131.979500614607,0.0,0.0
2017-06-06,13132.391177749745,13132.391177749745,0.0,0.0
2017-06-07,13132.802867790635,13132.802867790635,0.0,0.0
2017-06-08,13133.21457073768,13133.21457073768,0.0,0.0
2017-06-09,13133.626286591287,13133.626286591287,0.0,0.0
2017-06-12,13134.038015351858,13134.038015351858,0.0,0.0
2017-06-13,13134.4497570198,13134.4497570198,0.0,0.0
2017-06-14,13134.861511595516,13134.861511595516,0.0,0.0
2017-06-15,13135.27327907941,13135.27327907941,0.0,0.0
2017-06-16,13135.685059471889,13135.685059471889,0.0,0.0
2017-06-19,13136.096852773357,13136.096852773357,0.0,0.0
2017-06-20,13136.508658984218,13136.508658984218,0.0,0.0
2017-06-21,13136.920478104876,13136.920478104876,0.0,0.0
2017-06-22,13137.332310135736,13137.332310135736,0.0,0.0
2017-06-23,13137.744155077206,13137.744155077206,0.0,0.0
2017-06-26,13138.156012929687,13138.156012929687,0.0,0.0
2017-06-27,13138.567883693584,13138.567883693584,0.0,0.0
2017-06-28,13138.979767369303,13138.979767369303,0.0,0.0
2017-06-29,13139.391663957249,13139.391663957249,0.0,0.0
2017-06-30,13139.803573457826,13139.803573457826,0.0,0.0
2017-07-03,13140.272852156879,13140.272852156879,0.0,0.0
2017-07-05,13140.742147615885,13140.742147615885,0.0,0.0
2017-07-06,13141.211459835444,13141.211459835444,0.0,0.0
2017-07-07,13141.680788816153,13141.680788816153,0.0,0.0
2017-07-10,13142.150134558611,13142.150134558611,0.0,0.0
2017-07-11,13142.619497063417,13142.619497063417,0.0,0.0
2017-07-12,13143.088876331169,13143.088876331169,0.0,0.0
2017-07-13,13143.558272362467,13143.558272362467,0.0,0.0
2017-07-14,13144.027685157907,13144.027685157907,0.0,0.0
2017-07-17,13144.497114718091,13144.497114718091,0.0,0.0
2017-07-18,13144.966561043617,13144.966561043617,0.0,0.0
2017-07-19,13145.436024135082,13145.436024135082,0.0,0.0
2017-07-20,13145.905503993086,13145.905503993086,0.0,0.0
2017-07-21,13146.375000618229,13146.375000618229,0.0,0.0
2017-07-24,13146.844514011109,13146.844514011109,0.0,0.0
2017-07-25,13147.314044172324,13147.314044172324,0.0,0.0
2017-07-26,13147.783591102474,13147.783591102474,0.0,0.0
2017-07-27,13148.253154802156,13148.253154802156,0.0,0.0
2017-07-28,13148.722735271971,13148.722735271971,0.0,0.0
2017-07-31,13149.192332512517,13149.192332512517,0.0,0.0
2017-08-01,13149.667164457858,13149.667164457858,0.0,0.0
2017-08-02,13150.142013549908,13150.142013549908,0.0,0.0
2017-08-03,13150.616879789286,13150.616879789286,0.0,0.0
2017-08-04,13151.091763176611,13151.091763176611,0.0,0.0
2017-08-07,13151.566663712503,13151.566663712503,0.0,0.0
2017-08-08,13152.041581397581,13152.041581397581,0.0,0.0
2017-08-09,13152.516516232465,13152.516516232465,0.0,0.0
2017-08-10,13152.991468217773,13152.991468217773,0.0,0.0
2017-08-11,13153.466437354125,13153.466437354125,0.0,0.0
2017-08-14,13153.941423642142,13153.941423642142,0.0,0.0
2017-08-15,13154.41642708244,13154.41642708244,0.0,0.0
2017-08-16,13154.89144767564,13154.89144767564,0.0,0.0
2017-08-17,13155.36648542236,13155.36648542236,0.0,0.0
2017-08-18,13155.841540323223,13155.841540323223,0.0,0.0
2017-08-21,13156.316612378845,13156.316612378845,0.0,0.0
2017-08-22,13156.791701589847,13156.791701589847,0.0,0.0
2017-08-23,13157.266807956848,13157.266807956848,0.0,0.0
2017-08-24,13157.741931480468,13157.741931480468,0.0,0.0
2017-08-25,13158.217072161327,13158.217072161327,0.0,0.0
2017-08-28,13158.692230000044,13158.692230000044,0.0,0.0
2017-08-29,13159.167404997239,13159.167404997239,0.0,0.0
2017-08-30,13159.64259715353,13159.64259715353,0.0,0.0
2017-08-31,13160.117806469538,13160.117806469538,0.0,0.0
2017-09-01,13160.587810676912,13160.587810676912,0.0,0.0
2017-09-05,13161.05783167015,13161.05783167015,0.0,0.0
2017-09-06,13161.527869449852,13161.527869449852,0.0,0.0
2017-09-07,13161.997924016618,13161.997924016618,0.0,0.0
2017-09-08,13162.467995371047,13162.467995371047,0.0,0.0
2017-09-11,13162.93808351374,13162.93808351374,0.0,0.0
2017-09-12,13163.408188445293,13163.408188445293,0.0,0.0
2017-09-13,13163.87831016631,13163.87831016631,0.0,0.0
2017-09-14,13164.348448677387,13164.348448677387,0.0,0.0
2017-09-15,13164.818603979125,13164.818603979125,0.0,0.0
2017-09-18,13165.288776072124,13165.288776072124,0.0,0.0
2017-09-19,13165.758964956984,13165.758964956984,0.0,0.0
2017-09-20,13166.229170634304,13166.229170634304,0.0,0.0
2017-09-21,13166.699393104684,13166.699393104684,0.0,0.0
2017-09-22,13167.169632368723,13167.169632368723,0.0,0.0
2017-09-25,13167.639888427022,13167.639888427022,0.0,0.0
2017-09-26,13168.11016128018,13168.11016128018,0.0,0.0
2017-09-27,13168.580450928797,13168.580450928797,0.0,0.0
2017-09-28,13169.050757373474,13169.050757373474,0.0,0.0
2017-09-29,13169.521080614808,13169.521080614808,0.0,0.0
2017-10-02,13169.991420653401,13169.991420653401,0.0,0.0
